ID,BuildingTypeName,PropertyTypeEPA,BuildingName,Address,City,State,Zip,Neighborhood,Latitude,Longitude,YearBuilt,GrossFloorAreaQuantity,NumBuildings,NumFloors,NumUnits,ES_Score,SiteEUI,SourceEUI,TotalGHGEmissionsReg,GHGEmissionsIntensity
20532,Nonresidential COS,Other - Recreation,TENNIS CENTER,2000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98144,SOUTHEAST,47.58534028,-122.2976397,1/1/1977,66597,0,1,0,,19.1000003815,59.9000015259,113.0999984741,0.0016982747
20534,Multifamily MR (5-9),Multifamily Housing,CENTRE COURT,116 WARREN AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.6190884,-122.3537676,1/1/2002,25514,1,5,18,,51.2999992371,99.5999984741,89.5,0.003507878
20541,NonResidential,Other - Services,MYCON'S USED CARS,3711 RAINIER AVE S,SEATTLE,WA,98144,SOUTHEAST,47.57012605,-122.292111,1/1/1963,20047,1,2,0,,5.4000000954,17.1000003815,9.6999998093,0.0004838629
20542,Multifamily LR (1-4),Multifamily Housing,THE CRESTVIEW,3630 RENTON AVE S,SEATTLE,WA,98144,SOUTHEAST,47.57095531,-122.2955385,1/1/1968,37080,1,3,54,34,33.9000015259,106.3000030518,111.6999969482,0.0030124055
20543,Multifamily LR (1-4),Multifamily Housing,Andover Court Apartments,4000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,SOUTHEAST,47.56803761,-122.2965959,1/1/2002,21772,0,3,24,42,37.5999984741,118,72.8000030518,0.0033437444
20552,NonResidential,Retail Store,OLD WESTERN STEEL CASTING CO,3300 1ST AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.57404085,-122.3335709,1/1/1914,20000,1,1,0,63,33.0999984741,104,59,0.00295
20556,NonResidential,Non-Refrigerated Warehouse,ALASKA COPPER WORKS,3300 6TH AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.57410247,-122.3249822,1/1/1955,32700,1,2,0,83,4.5999999046,14.5,13.5,0.000412844
20564,Multifamily LR (1-4),Mixed Use Property,SWEETBRIAR APTS (MIXED USE),2103 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63736343,-122.35733032,1/1/2008,52563,1,4,39,90,29.5,92.6999969482,138,0.0026254209
20565,NonResidential,Supermarket/Grocery Store,SAFEWAY STORE # 368,2100 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63770856,-122.3560834,1/1/1962,25883,1,1,0,38,350.6000061035,769.5,660.200012207,0.0255070901
20570,Multifamily LR (1-4),Mixed Use Property,EDEN HILL (NEW MIX-USE),1925 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63690543,-122.3573012,1/1/2007,51203,1,4,36,55,48.9000015259,136.1000061035,207.3999938965,0.0040505438
20573,Nonresidential COS,Other - Recreation,QUEEN ANNE COMMUNITY CENTER,1901 1ST AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63636811,-122.3579171,1/1/1948,25809,1,1,0,,86,164.3000030518,150.6999969482,0.0058390483
20577,Multifamily MR (5-9),Multifamily Housing,PARK VISTA APARTMENTS,5810 COWEN PL NE,SEATTLE,WA,98105,NORTHEAST,47.67144153,-122.3122404,1/1/1928,58735,1,5,50,97,34.4000015259,51,122.3000030518,0.0020822338
20586,Multifamily LR (1-4),Multifamily Housing,BUCKLEY APTS,201 17TH AVE E,SEATTLE,WA,98112,EAST,47.61986008,-122.3104219,1/1/1928,31455,1,3,31,81,52.7000007629,74,98.0999984741,0.003118741
20594,Multifamily LR (1-4),Multifamily Housing,BOYLSTON PLACE,1816 BOYLSTON AVE,SEATTLE,WA,98122,EAST,47.61807776,-122.32293,1/1/1990,28038,1,4,32,82,27.3999996185,85.9000015259,68.3000030518,0.0024359799
20597,Multifamily LR (1-4),Multifamily Housing,LANCASTER APTS,704 E THOMAS ST,SEATTLE,WA,98102,EAST,47.62127812,-122.3228237,1/1/1924,24939,1,3,31,84,23.2000007629,73,51.5999984741,0.0020690484
20604,NonResidential,Distribution Center,WAREHOUSE,20 S IDAHO ST,SEATTLE,WA,98134,GREATER DUWAMISH,47.56487224,-122.3407794,1/1/1955,33987,1,1,0,8,13.3999996185,42.2000007629,40.5999984741,0.0011945744
20605,NonResidential,Non-Refrigerated Warehouse,VISKO BUILDING,4229 W MARGINAL WAY SW,SEATTLE,WA,98106,DELRIDGE NEIGHBORHOODS,47.56439838,-122.3535263,1/1/1953,31521,1,1,0,8,54.2999992371,99.4000015259,113.9000015259,0.0036134641
20613,NonResidential,Non-Refrigerated Warehouse,QFC WAREHOUSE,3663 1ST AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.56983869,-122.334806,1/1/1951,24000,1,1,0,,30.8999996185,60.7000007629,51,0.002125
20614,NonResidential,Self-Storage Facility,J C WRIGHT SALES COMPANY,14 S IDAHO ST,SEATTLE,WA,98134,GREATER DUWAMISH,47.56484985,-122.34174347,1/1/1952,21900,1,1,0,,43.2000007629,54,53.5,0.0024429224
20617,NonResidential,Retail Store,GRAND CENTRAL BAKERY,21 S NEVADA ST,SEATTLE,WA,98134,GREATER DUWAMISH,47.56540757,-122.340694,1/1/1953,40000,1,1,0,30,21.7000007629,40.9000015259,66.6999969482,0.0016674999
20618,NonResidential,Non-Refrigerated Warehouse,COMPTON LUMBER CO,3847 1ST AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.56887225,-122.3352073,1/1/1961,38005,1,1,0,,19.3999996185,55.2999992371,61.9000015259,0.0016287331
20620,NonResidential,Distribution Center,C.C. FILSON,3851 1ST AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.56778076,-122.3361816,1/1/1998,35579,1,1,0,60,28.7999992371,55.0999984741,69.5999984741,0.0019562101
20624,Multifamily MR (5-9),Multifamily Housing,PORTOFINO APARTMENTS,3815 WOODLAND PARK AVE N,SEATTLE,WA,98103,LAKE UNION,47.65328217,-122.34438324,1/1/2008,23495,1,5,32,97,30.3999996185,95.4000015259,63.5,0.0027027027
20626,NonResidential,Distribution Center,ALASKAN COPPER AND BRASS CO,3317 6TH AVE S,SEATTLE,WA,98134,GREATER DUWAMISH,47.57382202,-122.32672882,1/1/1975,49950,1,1,0,98,4.5999999046,14.6000003815,20.6000003815,0.0004124124
20630,Multifamily LR (1-4),Multifamily Housing,CANTERBURY SHORES CONDOMINIUM,2501 CANTERBURY LN E,SEATTLE,WA,98112,EAST,47.6422063,-122.2805985,1/1/1967,93154,0,4,91,22,42.2999992371,121.6999969482,332.700012207,0.0035715054
20644,Multifamily LR (1-4),Multifamily Housing,PARKRIDGE APTS,1210 15TH AVE E,SEATTLE,WA,98112,EAST,47.63137342,-122.3121641,1/1/1984,61715,1,3,50,87,27.1000003815,85.1999969482,108.4000015259,0.0017564612
20645,SPS-District K-12,K-12 School,STEVENS ELEMENTARY (SPS-DISTRICT),1242 18TH AVE E,SEATTLE,WA,98112,EAST,47.63179299,-122.3078286,1/1/1900,62078,1,3,0,97,30.8999996185,69.4000015259,141.1000061035,0.002272947
20653,Multifamily MR (5-9),Multifamily Housing,CARBON 56,2015 TERRY AVE,SEATTLE,WA,98121,DOWNTOWN,47.61726761,-122.33582306,1/1/2004,62565,1,5,57,67,43.0999984741,84.1999969482,185.1000061035,0.0029585232
20656,Multifamily LR (1-4),Multifamily Housing,APARTMENT,1401 E HOWELL ST,SEATTLE,WA,98122,EAST,47.61739797,-122.3139197,1/1/1987,34924,1,4,32,83,21,65.8000030518,65.0999984741,0.0018640476
20658,Multifamily MR (5-9),Multifamily Housing,CARLETON HOUSE CONDOMINIUM,2565 DEXTER AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.64360097,-122.3465039,1/1/1975,62820,1,5,25,79,24.7000007629,77.5999984741,138.1999969482,0.0021999363
20659,NonResidential,Worship Facility,MAGNOLIA UNITED CHURCH OF CHRIST,3555 W MCGRAW ST,SEATTLE,WA,98199,MAGNOLIA / QUEEN ANNE,47.63913312,-122.4033599,1/1/1947,22612,1,2,0,90,29.7999992371,45.5,41.2999992371,0.0018264638
20667,Multifamily LR (1-4),Multifamily Housing,CHE SENH MINH,2523 15TH AVE S,SEATTLE,WA,98144,GREATER DUWAMISH,47.58024825,-122.3138123,1/1/2003,27076,1,4,18,77,25.2999992371,79.5,61,0.0022529177
20668,Multifamily MR (5-9),Multifamily Housing,CARRARA CONDOMINIUM,123 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.61943004,-122.3570706,1/1/1999,48150,1,6,58,52,31.2000007629,94.4000015259,130.8000030518,0.002716511
20675,Multifamily MR (5-9),Multifamily Housing,CASCADE CONDOMINIUM,2420 8TH AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63985283,-122.3423999,1/1/1991,59227,2,5,36,75,37.2999992371,77.5,156.1999969482,0.0026373106
20685,NonResidential,Automobile Dealership,TOYOTA OF LAKE CITY (2013),13355 LAKE CITY WAY NE,SEATTLE,WA,98125,NORTH,47.72599646,-122.2930226,1/1/1976,38787,1,2,0,,79.9000015259,205.3999938965,245.3999938965,0.0063268619
20686,NonResidential,Self-Storage Facility,LAKE CITY MINI STORAGE,3116 NE 130TH ST,SEATTLE,WA,98125,NORTH,47.72310925,-122.2942276,1/1/1988,50369,2,2,0,,14.3000001907,25.1000003815,46.9000015259,0.0009311283
20707,NonResidential,Non-Refrigerated Warehouse,MALLORY SAFETY & SUPPLY LLC,5510 E MARGINAL WAY S,SEATTLE,WA,98134,GREATER DUWAMISH,47.5530199,-122.3360465,1/1/1938,30545,1,1,0,12,49.9000015259,84.6999969482,97.8000030518,0.0032018335
20710,Multifamily LR (1-4),Multifamily Housing,QUALMAN APTS,1421 15TH AVE,SEATTLE,WA,98122,CENTRAL,47.61360673,-122.3131417,1/1/1907,25248,1,3,29,47,71.6999969482,93.4000015259,104,0.0041191381
20712,Multifamily LR (1-4),Multifamily Housing,PARAMOUNT APTS,1521 15TH AVE,SEATTLE,WA,98122,EAST,47.61481029,-122.3131438,1/1/1910,28380,1,3,32,99,22.5,62.4000015259,52.7999992371,0.0018604651
20714,Multifamily LR (1-4),Multifamily Housing,BANCROFT APTS,1615 15TH AVE,SEATTLE,WA,98122,EAST,47.61578829,-122.3131358,1/1/1907,24783,1,3,26,60,69.5999984741,89.5999984741,98.5999984741,0.0039785336
20720,Multifamily MR (5-9),Multifamily Housing,NARADA APTS,25 W HIGHLAND DR,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62924231,-122.3574138,1/1/1926,37767,1,5,33,83,32.4000015259,77,92.8000030518,0.0024571717
20724,Multifamily LR (1-4),Multifamily Housing,THE PARK ON HIGHLAND DRIVE,1205 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62980616,-122.3570318,1/1/1948,26044,1,3,34,94,38.7000007629,78.4000015259,70.4000015259,0.0027031179
20726,Multifamily MR (5-9),Multifamily Housing,QUEEN ANNE HEIGHTS,1212 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63020343,-122.3562932,1/1/1970,36926,1,8,53,26,43.5,112.1999969482,127.4000015259,0.0034501436
20730,Multifamily MR (5-9),Multifamily Housing,THE Q APARTMENTS,1321 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63106506,-122.3570639,1/1/1950,84138,1,6,87,91,49.9000015259,77.3000030518,258.8999938965,0.0030770876
20731,Multifamily LR (1-4),Multifamily Housing,GREENWICH APTS,1305 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63068778,-122.3570059,1/1/1928,41856,1,3,34,95,47.4000015259,64.0999984741,115.6999969482,0.0027642392
20732,Multifamily LR (1-4),Multifamily Housing,Carlyle,1306 1ST AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63065851,-122.3576472,1/1/1928,21376,1,3,24,78,52.7999992371,78.5999984741,68.4000015259,0.0031998504
20734,Multifamily LR (1-4),Multifamily Housing,HILLCREST MANOR,21 W LEE ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63106529,-122.3576371,1/1/1928,28940,1,3,31,71,62,82.9000015259,104.1999969482,0.0036005528
20735,NonResidential,K-12 School,ST ANNE SCHOOL,101 W LEE ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63107491,-122.3584347,1/1/1922,33550,1,3,0,99,28.3999996185,57.7999992371,66.6999969482,0.0019880774
20741,Multifamily MR (5-9),Multifamily Housing,WEST TOWN VIEW APTS,1407 2ND AVE W,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63158835,-122.3595564,1/1/1977,40758,1,6,59,67,27.2000007629,85.4000015259,98.5999984741,0.0024191569
20743,NonResidential,Worship Facility,ST ANNE CHURCH & RECTORY,100 W LEE ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63164576,-122.3584314,1/1/1963,26210,1,2,0,64,38.9000015259,54.9000015259,60.4000015259,0.002304464
20747,Multifamily LR (1-4),Multifamily Housing,QUEEN ANNE COURT APTS,23 W GALER ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63208767,-122.3576295,1/1/1910,24540,1,4,40,91,29.7999992371,66.9000015259,53.9000015259,0.0021964141
20749,Multifamily LR (1-4),Multifamily Housing,GALER CREST APTS & RETAIL,1428 QUEEN ANNE AVE N,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.63203021,-122.3563238,1/1/1930,37944,1,3,36,18,58.7000007629,83.4000015259,132.3999938965,0.0034893526
20758,Multifamily LR (1-4),Office,QUEENVIEW APTS,621 W GALER ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.63216885,-122.3653904,1/1/1917,28546,1,4,31,98,23.1000003815,31.3999996185,38.5,0.0013487003
20762,Multifamily HR (10+),Multifamily Housing,CONCORD CONDOMINIUM,2929 1ST AVE,SEATTLE,WA,98121,DOWNTOWN,47.61711506,-122.3534333,1/1/1999,216949,0,13,203,16,58.5999984741,124.4000015259,908.9000244141,0.004189464
20764,Multifamily MR (5-9),Multifamily Housing,CONTINENTAL HOUSE CONDOMINIUM,100 WARD ST,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62832809,-122.3549105,1/1/1970,62422,1,8,43,41,58,112.8000030518,247.8000030518,0.0039697543
20765,Multifamily HR (10+),Multifamily Housing,CONTINENTAL PLACE CONDOMINIUM,2125 1ST AVE,SEATTLE,WA,98121,DOWNTOWN,47.61223602,-122.34519196,1/1/1981,302100,1,33,122,99,47.7000007629,85.4000015259,948.5,0.0031396888
20766,Multifamily MR (5-9),Multifamily Housing,COOPER SQUARE CONDOMINIUM,8745 GREENWOOD AVE N,SEATTLE,WA,98103,NORTHWEST,47.69393937,-122.3557305,1/1/1989,40518,1,5,56,,34.7999992371,109.3000030518,125.5,0.0030973888
20768,NonResidential,Distribution Center,AUDIO VISUAL FACTORY,1900 S CORGIAT DR,SEATTLE,WA,98108,GREATER DUWAMISH,47.5436441,-122.3078483,1/1/1956,27000,1,1,0,59,22.7999992371,49.4000015259,44.4000015259,0.0016444445
20770,Multifamily LR (1-4),Multifamily Housing,CORNERSTONE OF QUEEN ANNE CONDOMINIUM,500 ALOHA ST,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.62741444,-122.3472974,1/1/1992,31956,1,4,35,26,35.9000015259,112.5999984741,102,0.0031918888
20772,Multifamily HR (10+),Multifamily Housing,COSMOPOLITAN,819 VIRGINIA ST,SEATTLE,WA,98101,DOWNTOWN,47.61598074,-122.3356023,1/1/2006,297603,1,33,251,58,30.7000007629,96.4000015259,812.799987793,0.0027311552
20777,Multifamily LR (1-4),Multifamily Housing,BROADVIEW APTS,12550 GREENWOOD AVE N,SEATTLE,WA,98133,NORTHWEST,47.72117564,-122.3551423,1/1/1976,27296,1,3,24,98,20.5,64.4000015259,49.7999992371,0.0018244431
20785,Multifamily LR (1-4),Multifamily Housing,COURT AT SANDPOINTE CONDOMINIUM,7323 SAND POINT WAY NE,SEATTLE,WA,98115,NORTHEAST,47.68191963,-122.2640719,1/1/1985,30542,1,3,36,66,27.2999992371,85.5999984741,74.0999984741,0.0024261672
20787,Multifamily LR (1-4),Multifamily Housing,COURTYARD AT BITTER LAKE CONDOMINIUM,903 N 130TH ST,SEATTLE,WA,98133,NORTHWEST,47.72294288,-122.3478558,1/1/1989,34368,1,4,40,22,27.2000007629,85.4000015259,83.0999984741,0.0024179469
20788,Multifamily LR (1-4),Multifamily Housing,COURTYARD AT QUEEN ANNE SQUARE,275 W ROY ST,SEATTLE,WA,98119,MAGNOLIA / QUEEN ANNE,47.62545311,-122.3600318,1/1/1982,59670,1,4,75,70,27.1000003815,85,143.6000061035,0.0024065696
20805,Multifamily HR (10+),Multifamily Housing,DECATUR,1105 SPRING ST,SEATTLE,WA,98104,EAST,47.61006535,-122.3250625,1/1/1950,108948,1,13,146,83,40.4000015259,92.5999984741,327.700012207,0.0030078571
20806,Multifamily MR (5-9),Multifamily Housing,DE LORGES CONDO,325 HARVARD AVE E,SEATTLE,WA,98102,EAST,47.62185036,-122.3223192,1/1/1928,20639,1,5,27,100,23.7999992371,38,30.7000007629,0.0014874752
20807,Multifamily LR (1-4),Multifamily Housing,FOUR SEASONS,2410 BOYER AVE E,SEATTLE,WA,98112,NORTHEAST,47.6415519,-122.3134842,1/1/1966,31682,1,4,40,72,26.2000007629,82.3000030518,73.8000030518,0.0023293985
20810,Multifamily LR (1-4),Multifamily Housing,DENICE HUNT TOWNHOMES CONDOMINIUM,620 N 85TH ST,SEATTLE,WA,98103,NORTHWEST,47.69080496,-122.3501336,1/1/1997,34017,1,3,30,,32.4000015259,100.0999984741,97.0999984741,0.0028544551
20811,SPS-District K-12,K-12 School,SEWARD (SPS-DISTRICT),2515 BOYLSTON AVE E,SEATTLE,WA,98102,LAKE UNION,47.64246976,-122.3239614,1/1/1917,95501,1,3,0,88,32.5999984741,81.3000030518,242.3000030518,0.0025371462
20815,NonResidential,Office,OFFICE-SPRAG,2517 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64256231,-122.3262091,1/1/1957,21183,1,2,0,94,35.9000015259,112.9000015259,44.5999984741,0.0021054619
20818,NonResidential,Office,OFFICES & PRINTING,2633 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64430073,-122.3262467,1/1/1961,29392,1,3,0,91,27.8999996185,77,67.5999984741,0.0022999455
20834,Multifamily LR (1-4),Multifamily Housing,REMI APTS,2727 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64536656,-122.32622,1/1/1996,54721,1,4,34,74,21.7999992371,61.0999984741,99.1999969482,0.0018128323
20836,NonResidential,Office,EASTLAKE CENTER (North & South),2825 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64635866,-122.3257347,1/1/1985,82234,1,5,0,61,58,182.3000030518,424.700012207,0.0051645306
20837,Multifamily MR (5-9),Multifamily Housing,EASTLAKE 2851,2851 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64695805,-122.3251804,1/1/2008,88560,1,6,127,86,41.0999984741,100.1999969482,,
20839,Multifamily MR (5-9),Multifamily Housing,CORONADO APT,2840 EASTLAKE AVE E,SEATTLE,WA,98102,LAKE UNION,47.64664106,-122.324656,1/1/1958,56144,1,6,39,87,24,75.3000030518,119.8000030518,0.0021337989
20846,Multifamily LR (1-4),Multifamily Housing,THE SHELBY APT,2815 BOYLSTON AVE E,SEATTLE,WA,98102,LAKE UNION,47.64622911,-122.3236418,1/1/1928,0,1,4,33,95,29.2999992371,62.2999992371,79.5,
20848,Multifamily LR (1-4),Multifamily Housing,KILLARNY APTS,3008 HARVARD AVE E,SEATTLE,WA,98102,NORTHEAST,47.64816429,-122.3215596,1/1/1926,23867,1,3,22,68,23,72.3000030518,48.9000015259,0.0020488541
20851,Multifamily LR (1-4),Multifamily Housing,L' AMOURITA CO-OP,2901 FRANKLIN AVE E,SEATTLE,WA,98102,LAKE UNION,47.64736554,-122.3234665,1/1/1914,24330,2,3,21,82,32.7000007629,71.6999969482,57.9000015259,0.0023797781
20857,Multifamily LR (1-4),Multifamily Housing,EASTLAKE GARDEN APTS & RETAIL,3230 EASTLAKE AVE E,SEATTLE,WA,98102,NORTHEAST,47.65084236,-122.3214541,1/1/1997,28202,1,3,33,,45.4000015259,142.6000061035,113.9000015259,0.0040387207
20858,Multifamily MR (5-9),Multifamily Housing,UNION BAY LOFTS,3218 EASTLAKE AVE E,SEATTLE,WA,98102,NORTHEAST,47.65058136,-122.32162476,1/1/2008,20148,1,6,18,,55.9000015259,175.6999969482,100.3000030518,0.0049781618
20861,NonResidential,Residence Hall/Dormitory,KEYSTONE GROUP HOME,3515 WOODLAND PARK AVE N,SEATTLE,WA,98103,LAKE UNION,47.65018106,-122.3442638,1/1/1988,21118,1,3,0,39,65.9000015259,145.3000030518,101.5,0.0048063264
20868,NonResidential,Office,STONE 34,3400 STONE WAY N,SEATTLE,WA,98103,LAKE UNION,47.64867065,-122.3424503,1/1/2013,140505,1,5,0,100,25.3999996185,71.5999984741,297.700012207,0.0021187859
20871,NonResidential,Office,OFFICES - PRODUCTION NETWORK,1000 N NORTHLAKE WAY,SEATTLE,WA,98103,LAKE UNION,47.64888467,-122.3464839,1/1/1900,20500,1,2,0,96,35.2999992371,81.9000015259,54.2000007629,0.0026439025
20875,Multifamily HR (10+),Multifamily Housing,CRISTALLA CONDOMINIUM,2033 2ND AVE,SEATTLE,WA,98121,DOWNTOWN,47.61201909,-122.3428482,1/1/2004,206045,1,23,193,1,90.4000015259,194.5,1341.4000244141,0.0065102285
20880,Multifamily LR (1-4),Multifamily Housing,IMPERIAL CROWN MANOR APT,1207 NW 92ND ST,SEATTLE,WA,98117,BALLARD,47.69577926,-122.3722217,1/1/1978,35512,1,4,44,78,27.2000007629,85.3000030518,85.9000015259,0.0024189007
20885,NonResidential,Senior Care Community,BALLARD CARE & REHAB,820 NW 95TH ST,SEATTLE,WA,98117,BALLARD,47.69846975,-122.3671306,1/1/1966,36000,1,2,142,8,289.3999938965,507.8999938965,679.4000244141,0.0188722229
20888,NonResidential,Worship Facility,ASSUMPTION CHURCH,6210 32ND AVE NE,SEATTLE,WA,98115,NORTHEAST,47.67465943,-122.2928258,1/1/1930,25521,1,2,0,85,22,51.5,42.2999992371,0.0016574585
20890,NonResidential,K-12 School,ASB SCHOOL,6210 32ND AVE NE,SEATTLE,WA,98115,NORTHEAST,47.67465943,-122.2928258,1/1/1986,23190,1,1,0,84,66.4000015259,111.4000015259,98.4000015259,0.0042432083
20896,Multifamily LR (1-4),Multifamily Housing,DAKOTA,4116 CALIFORNIA AVE SW,SEATTLE,WA,98116,SOUTHWEST,47.56579045,-122.3864143,1/1/2008,40326,1,4,39,55,34.2000007629,84.6999969482,106.9000015259,0.0026508952
20898,Multifamily MR (5-9),Multifamily Housing,DANIELLE CONDOMINIUM,5807 24TH AVE NW,SEATTLE,WA,98107,BALLARD,47.67109461,-122.38764703,1/1/2012,33892,1,6,31,88,29.7999992371,79.9000015259,82,0.00241945
20899,Multifamily LR (1-4),Mixed Use Property,COSMOPOLITAN APARTMENTS (RETAIL AND APTS/CONDO),400 NE 45TH ST,SEATTLE,WA,98105,LAKE UNION,47.66169359,-122.3234666,1/1/1966,89867,1,3,84,62,45.7000007629,113.5999984741,319.299987793,0.0035530282
20916,NonResidential,Office,ST JOHN EGAN HALL,123 N 79TH ST,SEATTLE,WA,98103,NORTHWEST,47.68599886,-122.3567131,1/1/1960,23100,1,1,0,97,36.4000015259,53.4000015259,50.7000007629,0.0021948052
20917,NonResidential,K-12 School,ST JOHN SCHOOL,7900 1ST AVE NW,SEATTLE,WA,98117,NORTHWEST,47.68635845,-122.3561893,1/1/1922,33780,1,3,0,45,75,120.1999969482,158.6000061035,0.004695086
20921,Multifamily LR (1-4),Multifamily Housing,COBRIZO CONDOMINIUM,4014 AURORA AVE N,SEATTLE,WA,98103,LAKE UNION,47.65604614,-122.3468634,1/1/2002,41316,1,4,50,75,41.0999984741,89.8000030518,123.1999969482,0.0029818956
20927,Multifamily LR (1-4),Multifamily Housing,COLLEGE PARK WEST CONDOMINIUM,4118 SW COLLEGE ST,SEATTLE,WA,98116,SOUTHWEST,47.58321565,-122.3847611,1/1/1985,21600,1,4,20,80,26,81.5999984741,49.9000015259,0.0023101853
20928,NonResidential,Worship Facility,ST PAUL CHURCH & SCHOOL,5600 S RYAN ST,SEATTLE,WA,98178,SOUTHEAST,47.51063848,-122.2626508,1/1/1954,44816,1,2,0,73,41.4000015259,71.8000030518,120.3000030518,0.0026843092
20930,SPS-District K-12,K-12 School,QUEEN ANNE ELEMENTARY (SPS-DISTRICT),411 BOSTON ST,SEATTLE,WA,98109,MAGNOLIA / QUEEN ANNE,47.637673,-122.3485889,1/1/1921,48789,1,1,0,91,28.6000003815,67.3000030518,105.4000015259,0.0021603231
20945,Multifamily MR (5-9),Multifamily Housing,COLONIAL GRAND PACIFIC CONDOS,1113 1ST AVE,SEATTLE,WA,98101,DOWNTOWN,47.60563781,-122.3375672,1/1/1902,35070,1,6,37,1,79.1999969482,248.6000061035,247.1000061035,0.0070459084
20967,SPS-District K-12,,COLUMBIA SCHOOL(SPS-DISTRICT),3528 S FERDINAND ST,SEATTLE,WA,98118,SOUTHEAST,47.55842282,-122.2873736,1/1/1926,33105,1,1,0,,,,,
20970,NonResidential,Senior Care Community,KIN ON HEALTH CARE CENTER,4416 S BRANDON ST,SEATTLE,WA,98118,SOUTHEAST,47.55391552,-122.2787918,1/1/1966,41922,1,2,100,53,157.3000030518,302.1000061035,448.700012207,0.010703211
20976,NonResidential,Non-Refrigerated Warehouse,NWCP BLDG E,650 S LUCILE ST,SEATTLE,WA,98108,GREATER DUWAMISH,47.5536881,-122.3248668,1/1/1977,22320,1,1,0,67,18.2000007629,57.0999984741,36.0999984741,0.0016173834
20979,NonResidential,Office,HATHAWAY BLDG,5506 6TH AVE S,SEATTLE,WA,98108,GREATER DUWAMISH,47.55315894,-122.3260854,1/1/1982,40000,1,2,0,83,29.6000003815,92.8000030518,105.1999969482,0.0026299999
20984,NonResidential,Office,BUILDING R,650 S ORCAS ST,SEATTLE,WA,98108,GREATER DUWAMISH,47.55196738,-122.3251545,1/1/1970,27185,1,2,0,68,46.4000015259,145.6999969482,112.1999969482,0.004127276
20985,NonResidential,Other - Recreation,BUILDING Q,670 S ORCAS ST,SEATTLE,WA,98108,GREATER DUWAMISH,47.55169324,-122.3245549,1/1/1970,27760,1,1,0,,18,56.5,44.5,0.0016030259
20986,NonResidential,Non-Refrigerated Warehouse,ORCAS BUILDING,701 S ORCAS ST,SEATTLE,WA,98108,GREATER DUWAMISH,47.55047761,-122.3237893,1/1/1968,27680,1,1,0,,62.0999984741,113.3000030518,114.0999984741,0.0041221098
20987,NonResidential,Office,BUILDING P,5700 6TH AVE S,SEATTLE,WA,98108,GREATER DUWAMISH,47.55148102,-122.3263613,1/1/1969,25872,1,2,0,,65.5999984741,149,125.6999969482,0.0048585342
20988,NonResidential,Office,BUILDING O,655 S ORCAS ST,SEATTLE,WA,98108,GREATER DUWAMISH,47.55129662,-122.3257379,1/1/1969,24988,1,2,0,48,86.3000030518,171.6000061035,149.1999969482,0.0059708659
